transaction_id;user_id;transaction_date;transaction_hour;voucher_price;payment_method;age_group;city;seabank_user;shopeepay_balance;registered_payment_methods;avg_monthly_transaction;status;cancel_stage
4805;1262;01/02/2025;15;49995;debit_card;35-44;Bandung;TRUE;152566;2;803957;completed;
4806;2070;12/03/2025;19;49995;debit_card;25-34;Jakarta;FALSE;139374;2;1775184;completed;
4807;2228;22/01/2025;19;29995;debit_card;25-34;Bandung;TRUE;168902;1;558197;completed;
4808;1842;19/03/2025;4;29995;debit_card;25-34;Makassar;FALSE;13672;3;1040975;cancelled;payment
4809;1583;18/03/2025;15;29995;shopeepay;25-34;Bandung;TRUE;28390;3;88250;completed;
4810;2839;21/01/2025;2;29995;seabank;35-44;Surabaya;FALSE;115123;3;1975296;completed;
4811;1760;22/01/2025;22;49995;shopeepay;25-34;Makassar;TRUE;145848;2;1763279;completed;
4812;730;03/02/2025;1;29995;shopeepay;18-24;Surabaya;FALSE;104451;3;1571876;completed;
4813;1499;10/01/2025;16;49995;shopeepay;25-34;Jakarta;TRUE;89025;2;274376;completed;
4814;749;06/03/2025;21;29995;shopeepay;45+;Medan;FALSE;154562;3;1266175;completed;
4815;716;06/03/2025;0;49995;debit_card;45+;Jakarta;FALSE;37594;1;1324453;completed;
4816;2387;29/03/2025;15;29995;shopeepay;25-34;Medan;FALSE;166272;1;552270;completed;
4817;531;08/03/2025;22;29995;debit_card;35-44;Jakarta;FALSE;97349;2;1994422;completed;
4818;692;12/02/2025;23;29995;shopeepay;25-34;Medan;TRUE;66299;1;1865232;completed;
4819;2210;10/02/2025;1;49995;seabank;45+;Jakarta;TRUE;3447;1;693341;completed;
4820;1109;13/01/2025;19;29995;shopeepay;25-34;Bandung;FALSE;79311;3;885681;completed;
4821;1571;04/01/2025;6;29995;debit_card;25-34;Medan;FALSE;105246;3;1960731;completed;
4822;490;23/01/2025;10;49995;debit_card;35-44;Medan;FALSE;47498;2;691260;completed;
4823;5;11/03/2025;5;29995;seabank;18-24;Surabaya;TRUE;18800;3;1810083;cancelled;payment
4824;76;03/02/2025;1;29995;seabank;35-44;Bandung;TRUE;1049;3;630609;cancelled;payment
4825;1277;10/02/2025;13;29995;debit_card;18-24;Medan;TRUE;78038;1;1196237;cancelled;detail
4826;2055;18/01/2025;3;29995;shopeepay;35-44;Medan;FALSE;4454;3;1827069;completed;
4827;2729;31/03/2025;18;49995;shopeepay;18-24;Jakarta;FALSE;197156;3;1141323;cancelled;payment
4828;473;02/02/2025;21;29995;debit_card;18-24;Surabaya;FALSE;188564;1;1474311;completed;
4829;1382;25/01/2025;1;29995;seabank;25-34;Jakarta;TRUE;65839;2;161513;completed;
4830;2860;21/02/2025;1;29995;debit_card;18-24;Surabaya;FALSE;49855;3;1219949;completed;
4831;838;17/01/2025;12;29995;seabank;25-34;Jakarta;FALSE;69852;2;1728311;completed;
4832;603;20/02/2025;12;29995;debit_card;18-24;Jakarta;FALSE;93145;2;414413;cancelled;browse
4833;1187;03/01/2025;2;29995;debit_card;25-34;Jakarta;FALSE;151083;3;1796075;completed;
4834;2366;24/02/2025;20;49995;seabank;18-24;Makassar;FALSE;158267;1;1574906;completed;
4835;1482;27/03/2025;5;49995;shopeepay;18-24;Medan;TRUE;102601;3;1253888;cancelled;payment
4836;1765;25/02/2025;20;29995;seabank;18-24;Medan;FALSE;102231;1;797662;completed;
4837;1699;04/02/2025;16;49995;debit_card;45+;Jakarta;TRUE;31817;3;1257578;completed;
4838;232;09/03/2025;0;29995;shopeepay;25-34;Surabaya;FALSE;89062;3;1644537;completed;
4839;328;28/02/2025;6;29995;debit_card;25-34;Medan;FALSE;33717;2;656743;completed;
4840;2286;28/02/2025;6;29995;debit_card;18-24;Surabaya;FALSE;108534;3;1176327;completed;
4841;1144;13/01/2025;12;49995;debit_card;25-34;Bandung;TRUE;50151;1;183021;completed;
4842;950;03/03/2025;21;29995;shopeepay;25-34;Jakarta;TRUE;197241;3;1120606;completed;
4843;1887;16/02/2025;8;49995;shopeepay;18-24;Jakarta;TRUE;80093;1;337551;completed;
4844;2943;17/03/2025;17;49995;seabank;18-24;Jakarta;FALSE;191818;3;174221;completed;
4845;2667;03/01/2025;0;29995;shopeepay;18-24;Surabaya;FALSE;151744;3;1559579;completed;
4846;2298;21/01/2025;10;29995;shopeepay;18-24;Surabaya;FALSE;77097;1;1708354;completed;
4847;1360;06/03/2025;21;29995;shopeepay;25-34;Jakarta;FALSE;184277;3;1554215;completed;
4848;1308;18/01/2025;21;49995;debit_card;35-44;Surabaya;TRUE;13580;3;1736150;cancelled;payment
4849;198;13/01/2025;10;49995;debit_card;35-44;Bandung;FALSE;36282;2;277894;completed;
4850;416;12/03/2025;9;49995;shopeepay;25-34;Surabaya;FALSE;55415;2;1171761;completed;
4851;2780;18/03/2025;16;29995;debit_card;18-24;Jakarta;TRUE;118384;3;147417;completed;
4852;1419;22/03/2025;16;49995;debit_card;25-34;Jakarta;TRUE;120846;3;1971948;completed;
4853;938;14/02/2025;11;29995;seabank;45+;Jakarta;FALSE;170179;1;322196;completed;
4854;1244;03/03/2025;9;49995;shopeepay;35-44;Medan;FALSE;26924;3;1349266;completed;
4855;1240;30/01/2025;11;29995;debit_card;18-24;Jakarta;FALSE;160794;2;1229098;completed;
4856;1339;16/03/2025;5;49995;shopeepay;18-24;Medan;FALSE;56950;2;1977237;completed;
4857;1692;14/01/2025;20;29995;seabank;25-34;Medan;FALSE;33055;1;1028000;completed;
4858;216;22/02/2025;5;49995;shopeepay;18-24;Jakarta;FALSE;82970;2;1643603;cancelled;payment
4859;1650;10/01/2025;5;29995;debit_card;35-44;Jakarta;FALSE;40108;3;1996690;completed;
4860;1185;13/03/2025;19;29995;shopeepay;18-24;Jakarta;TRUE;152802;1;897724;completed;
4861;2863;31/01/2025;7;29995;debit_card;45+;Jakarta;FALSE;57205;2;418602;completed;
4862;610;06/01/2025;4;29995;seabank;25-34;Makassar;TRUE;21996;2;655109;completed;
4863;2559;24/03/2025;5;29995;debit_card;18-24;Jakarta;FALSE;84731;2;424340;completed;
4864;918;19/01/2025;1;49995;shopeepay;45+;Jakarta;FALSE;54380;1;687677;completed;
4865;157;12/01/2025;16;29995;debit_card;25-34;Makassar;FALSE;48478;2;1904936;completed;
4866;162;05/03/2025;7;49995;debit_card;25-34;Jakarta;TRUE;184133;1;519134;completed;
4867;42;23/03/2025;21;49995;debit_card;25-34;Makassar;TRUE;56;2;874353;completed;
4868;2351;24/02/2025;8;49995;debit_card;25-34;Surabaya;FALSE;87242;3;994803;completed;
4869;1354;08/03/2025;20;29995;debit_card;35-44;Makassar;FALSE;100647;2;1180523;completed;
4870;1587;09/01/2025;7;49995;shopeepay;25-34;Medan;FALSE;29583;1;1855511;cancelled;detail
4871;2812;06/01/2025;22;29995;debit_card;25-34;Makassar;FALSE;104417;2;624162;completed;
4872;1453;01/01/2025;10;49995;seabank;35-44;Bandung;TRUE;45612;2;702583;completed;
4873;120;11/02/2025;9;29995;seabank;25-34;Jakarta;FALSE;17675;3;572419;cancelled;payment
4874;1099;24/02/2025;16;29995;seabank;35-44;Jakarta;TRUE;147950;1;76597;completed;
4875;2038;18/02/2025;22;29995;shopeepay;18-24;Makassar;FALSE;28522;2;293415;completed;
4876;2722;30/01/2025;19;29995;seabank;35-44;Medan;FALSE;16575;2;1593381;cancelled;payment
4877;2709;04/02/2025;12;29995;shopeepay;18-24;Surabaya;TRUE;98752;3;835334;completed;
4878;123;04/03/2025;21;29995;shopeepay;25-34;Jakarta;TRUE;70910;1;55833;completed;
4879;2701;22/01/2025;8;29995;seabank;25-34;Jakarta;FALSE;73071;3;629649;completed;
4880;2969;12/02/2025;14;29995;shopeepay;45+;Makassar;FALSE;121164;3;1515300;completed;
4881;789;28/01/2025;12;49995;seabank;25-34;Jakarta;FALSE;199888;1;763895;completed;
4882;257;18/01/2025;12;29995;shopeepay;45+;Surabaya;FALSE;123746;1;1247849;completed;
4883;1861;01/02/2025;12;29995;debit_card;35-44;Surabaya;TRUE;118194;3;613057;cancelled;browse
4884;2805;10/03/2025;20;29995;shopeepay;25-34;Medan;FALSE;86623;3;1294582;completed;
4885;2646;23/02/2025;3;29995;seabank;25-34;Jakarta;FALSE;100919;1;530265;cancelled;payment
4886;1293;03/02/2025;21;29995;seabank;25-34;Surabaya;TRUE;110002;1;1698928;cancelled;payment
4887;2839;31/01/2025;9;29995;seabank;35-44;Surabaya;FALSE;115123;3;1975296;completed;
4888;1173;04/01/2025;14;29995;seabank;25-34;Medan;FALSE;69310;1;766432;cancelled;payment
4889;1172;14/01/2025;20;29995;debit_card;45+;Makassar;FALSE;158964;2;931380;completed;
4890;680;15/01/2025;9;29995;debit_card;35-44;Medan;FALSE;176571;3;185513;cancelled;payment
4891;1202;01/03/2025;20;29995;shopeepay;18-24;Jakarta;TRUE;197494;1;1485398;completed;
4892;2844;20/01/2025;7;29995;shopeepay;45+;Jakarta;FALSE;50802;2;389758;completed;
4893;608;20/01/2025;9;29995;debit_card;25-34;Jakarta;FALSE;54607;3;1804234;completed;
4894;331;18/02/2025;20;29995;debit_card;25-34;Surabaya;TRUE;186272;2;426684;completed;
4895;2104;09/03/2025;16;29995;seabank;25-34;Jakarta;TRUE;9117;3;1393520;cancelled;detail
4896;1231;18/01/2025;4;29995;seabank;35-44;Surabaya;TRUE;104875;2;750897;completed;
4897;2153;24/01/2025;12;29995;shopeepay;35-44;Makassar;TRUE;117985;1;1680865;completed;
4898;547;27/01/2025;20;29995;debit_card;18-24;Jakarta;FALSE;58548;2;1042523;completed;
4899;793;02/02/2025;20;29995;debit_card;25-34;Surabaya;FALSE;129101;2;1290235;cancelled;payment
4900;1905;05/03/2025;18;49995;seabank;35-44;Makassar;TRUE;102208;1;1945052;completed;
4901;1379;25/01/2025;11;29995;shopeepay;25-34;Jakarta;FALSE;86078;1;1662986;completed;
4902;1683;10/03/2025;11;29995;seabank;25-34;Makassar;FALSE;7248;2;368581;cancelled;payment
4903;489;18/01/2025;20;29995;shopeepay;45+;Jakarta;FALSE;13919;1;622569;cancelled;payment
4904;1823;14/02/2025;1;29995;seabank;25-34;Medan;FALSE;78513;3;764967;cancelled;detail
4905;1527;20/01/2025;20;29995;shopeepay;18-24;Surabaya;FALSE;132511;3;857174;completed;
4906;2351;04/02/2025;8;49995;shopeepay;25-34;Surabaya;FALSE;87242;3;994803;completed;
4907;650;06/01/2025;23;49995;shopeepay;25-34;Makassar;FALSE;120454;2;1140346;completed;
4908;648;16/03/2025;21;29995;debit_card;25-34;Medan;FALSE;187952;2;1016754;completed;
4909;1386;09/01/2025;22;29995;seabank;25-34;Surabaya;TRUE;142097;3;101044;completed;
4910;381;21/02/2025;1;29995;seabank;18-24;Medan;FALSE;39470;2;592353;completed;
4911;2210;28/01/2025;0;29995;seabank;45+;Jakarta;TRUE;3447;1;693341;completed;
4912;2067;19/01/2025;13;29995;seabank;18-24;Medan;FALSE;59799;2;830985;completed;
4913;1864;26/03/2025;12;49995;shopeepay;25-34;Jakarta;FALSE;31335;3;1201461;cancelled;detail
4914;2291;04/03/2025;2;29995;shopeepay;25-34;Jakarta;FALSE;135031;2;421784;completed;
4915;129;07/01/2025;19;29995;shopeepay;18-24;Makassar;TRUE;12204;1;1825714;completed;
4916;1200;06/02/2025;4;29995;shopeepay;18-24;Surabaya;FALSE;140488;1;1260256;completed;
4917;409;30/03/2025;1;29995;shopeepay;45+;Jakarta;FALSE;79062;2;425360;completed;
4918;792;05/02/2025;20;29995;debit_card;25-34;Jakarta;TRUE;91654;3;949079;completed;
4919;2991;17/01/2025;17;49995;shopeepay;18-24;Jakarta;TRUE;70047;1;1806463;completed;
4920;1108;31/03/2025;8;49995;shopeepay;35-44;Jakarta;TRUE;7253;1;754410;completed;
4921;222;06/02/2025;21;49995;shopeepay;25-34;Jakarta;FALSE;135748;1;1610093;completed;
4922;1440;22/03/2025;11;49995;seabank;25-34;Jakarta;TRUE;134271;3;1528916;cancelled;payment
4923;2493;01/03/2025;4;49995;seabank;35-44;Surabaya;FALSE;188507;3;1427688;completed;
4924;618;18/02/2025;17;29995;shopeepay;18-24;Bandung;FALSE;124766;1;1418051;completed;
4925;1349;22/03/2025;22;49995;shopeepay;45+;Bandung;FALSE;40484;2;1018015;completed;
4926;2571;25/02/2025;22;29995;shopeepay;25-34;Makassar;FALSE;101069;2;1691089;completed;
4927;2214;03/02/2025;1;29995;shopeepay;45+;Bandung;FALSE;194073;1;688100;completed;
4928;2756;28/03/2025;9;29995;debit_card;18-24;Medan;FALSE;128714;3;1612712;completed;
4929;2791;30/01/2025;21;29995;debit_card;35-44;Jakarta;FALSE;54795;1;1493900;completed;
4930;2961;27/01/2025;9;29995;seabank;18-24;Medan;TRUE;153358;1;573099;completed;
4931;1037;20/02/2025;2;29995;shopeepay;25-34;Makassar;TRUE;157990;3;1782604;completed;
4932;2413;09/01/2025;23;49995;shopeepay;25-34;Surabaya;FALSE;193375;3;928594;cancelled;payment
4933;225;20/01/2025;13;29995;debit_card;18-24;Jakarta;TRUE;156546;1;992980;completed;
4934;2242;28/03/2025;4;29995;shopeepay;18-24;Medan;FALSE;116445;2;578089;completed;
4935;57;16/02/2025;23;29995;seabank;18-24;Surabaya;FALSE;44348;2;1553482;completed;
4936;2261;19/01/2025;22;29995;debit_card;35-44;Jakarta;TRUE;25710;1;1506463;completed;
4937;1404;09/03/2025;12;29995;shopeepay;35-44;Medan;FALSE;120179;1;98648;cancelled;payment
4938;117;18/03/2025;23;29995;shopeepay;35-44;Surabaya;FALSE;84631;3;1599505;completed;
4939;2647;12/01/2025;16;29995;debit_card;45+;Jakarta;FALSE;83533;3;1954947;completed;
4940;410;14/03/2025;5;49995;seabank;18-24;Jakarta;FALSE;181980;3;904214;cancelled;detail
4941;1917;20/03/2025;12;49995;seabank;35-44;Jakarta;FALSE;190891;2;1545166;cancelled;payment
4942;2860;26/03/2025;11;29995;debit_card;18-24;Surabaya;FALSE;49855;3;1219949;completed;
4943;2977;20/03/2025;2;49995;shopeepay;35-44;Jakarta;TRUE;102770;1;1872900;cancelled;browse
4944;1984;05/01/2025;15;29995;debit_card;25-34;Bandung;TRUE;155470;2;308432;cancelled;payment
4945;2052;10/03/2025;4;29995;shopeepay;25-34;Bandung;TRUE;24496;1;1936780;completed;
4946;23;25/01/2025;1;29995;shopeepay;18-24;Surabaya;FALSE;93778;2;1904522;completed;
4947;2969;29/03/2025;10;29995;debit_card;45+;Makassar;FALSE;121164;3;1515300;completed;
4948;745;31/01/2025;3;29995;shopeepay;18-24;Jakarta;FALSE;11826;1;650310;cancelled;payment
4949;602;15/02/2025;21;29995;shopeepay;18-24;Surabaya;FALSE;73414;2;1481597;completed;
4950;2517;03/02/2025;0;29995;shopeepay;18-24;Bandung;FALSE;129745;3;154448;completed;
4951;970;10/02/2025;12;29995;shopeepay;25-34;Medan;FALSE;35421;3;126497;completed;
4952;1179;19/03/2025;17;29995;seabank;35-44;Jakarta;TRUE;135550;3;889528;completed;
4953;1843;09/03/2025;15;49995;seabank;25-34;Medan;TRUE;128145;2;1822147;completed;
4954;2675;28/03/2025;1;29995;debit_card;35-44;Makassar;TRUE;169770;1;1841599;completed;
4955;2255;07/02/2025;8;29995;shopeepay;35-44;Bandung;FALSE;138312;2;1670295;completed;
4956;81;15/02/2025;11;29995;debit_card;35-44;Surabaya;FALSE;36534;2;468818;completed;
4957;2663;10/03/2025;4;29995;shopeepay;18-24;Bandung;TRUE;157985;2;508146;completed;
4958;483;27/01/2025;4;29995;seabank;25-34;Jakarta;FALSE;108806;3;1941877;completed;
4959;2640;12/02/2025;21;49995;shopeepay;35-44;Jakarta;FALSE;53233;3;782726;completed;
4960;1431;19/03/2025;12;29995;debit_card;25-34;Surabaya;TRUE;48795;3;531517;cancelled;detail
4961;33;12/03/2025;15;29995;debit_card;18-24;Bandung;FALSE;31126;2;1262280;completed;
4962;2083;14/02/2025;18;29995;seabank;25-34;Bandung;TRUE;138736;2;968965;completed;
4963;1273;18/01/2025;8;49995;shopeepay;35-44;Jakarta;FALSE;46815;1;1382460;completed;
4964;280;01/02/2025;15;29995;debit_card;35-44;Bandung;TRUE;39426;2;488201;completed;
4965;2008;02/01/2025;18;29995;shopeepay;35-44;Bandung;TRUE;4123;2;557866;completed;
4966;2200;10/02/2025;3;29995;debit_card;25-34;Jakarta;TRUE;146474;3;1208786;completed;
4967;1683;20/01/2025;14;49995;shopeepay;25-34;Makassar;FALSE;7248;2;368581;completed;
4968;1575;27/02/2025;8;29995;seabank;18-24;Bandung;TRUE;61477;2;1703744;completed;
4969;701;31/03/2025;15;29995;debit_card;25-34;Surabaya;FALSE;61742;2;561801;completed;
4970;1780;07/02/2025;23;49995;debit_card;35-44;Jakarta;FALSE;91665;2;1550373;completed;
4971;2783;01/01/2025;5;49995;debit_card;45+;Surabaya;TRUE;183220;3;772520;completed;
4972;1019;10/03/2025;7;49995;shopeepay;45+;Jakarta;FALSE;151586;3;539697;completed;
4973;1254;23/02/2025;0;49995;shopeepay;18-24;Medan;FALSE;125410;1;1431194;completed;
4974;665;14/01/2025;13;29995;debit_card;18-24;Surabaya;FALSE;14817;2;456914;completed;
4975;2971;25/01/2025;3;49995;debit_card;25-34;Bandung;TRUE;137392;1;118772;completed;
4976;1312;09/01/2025;9;49995;shopeepay;35-44;Makassar;FALSE;177183;2;1877415;cancelled;payment
4977;1419;24/03/2025;15;29995;debit_card;25-34;Jakarta;TRUE;120846;3;1971948;cancelled;browse
4978;2501;02/03/2025;3;29995;seabank;35-44;Medan;FALSE;152771;3;885887;completed;
4979;2668;21/02/2025;1;29995;debit_card;25-34;Bandung;TRUE;169598;1;1994404;completed;
4980;1057;08/01/2025;1;29995;debit_card;35-44;Bandung;FALSE;73748;3;643982;cancelled;detail
4981;1939;16/01/2025;12;49995;shopeepay;25-34;Bandung;FALSE;110401;1;1065967;cancelled;payment
4982;1387;08/01/2025;10;29995;shopeepay;35-44;Makassar;TRUE;149787;1;1064279;completed;
4983;1135;23/01/2025;9;49995;seabank;25-34;Surabaya;FALSE;62188;3;1892493;completed;
4984;1145;14/03/2025;5;49995;shopeepay;18-24;Makassar;FALSE;67384;3;1315028;completed;
4985;2064;03/02/2025;6;49995;debit_card;25-34;Jakarta;TRUE;181051;1;1523400;cancelled;payment
4986;739;18/01/2025;14;29995;seabank;25-34;Bandung;TRUE;2016;1;446605;completed;
4987;1547;13/02/2025;19;29995;debit_card;35-44;Jakarta;FALSE;197471;1;1558905;completed;
4988;2763;15/01/2025;18;49995;shopeepay;25-34;Makassar;FALSE;110675;2;701006;cancelled;detail
4989;2762;15/01/2025;2;29995;seabank;18-24;Makassar;FALSE;115784;1;1688335;completed;
4990;2146;23/01/2025;20;29995;debit_card;35-44;Bandung;TRUE;102404;1;379326;completed;
4991;2164;28/03/2025;13;49995;shopeepay;35-44;Medan;FALSE;168439;3;1532747;completed;
4992;1495;06/03/2025;21;29995;seabank;25-34;Surabaya;FALSE;130469;3;260861;completed;
4993;1463;27/03/2025;1;29995;shopeepay;18-24;Makassar;FALSE;94542;1;1827821;completed;
4994;349;12/03/2025;22;49995;debit_card;25-34;Jakarta;FALSE;10956;2;1451200;cancelled;payment
4995;232;01/02/2025;15;29995;debit_card;25-34;Surabaya;FALSE;89062;3;1644537;completed;
4996;1997;01/02/2025;22;29995;shopeepay;45+;Jakarta;TRUE;147722;3;754388;completed;
4997;1557;02/02/2025;16;29995;debit_card;25-34;Surabaya;TRUE;16997;3;436720;completed;
4998;2687;12/02/2025;14;29995;shopeepay;18-24;Medan;TRUE;194212;3;531204;completed;
4999;2333;13/01/2025;12;29995;shopeepay;25-34;Jakarta;FALSE;78000;2;801247;completed;
5000;1971;09/01/2025;11;29995;debit_card;18-24;Medan;FALSE;42628;1;493092;completed;
5001;1657;03/03/2025;6;29995;seabank;25-34;Bandung;FALSE;10386;3;1536709;completed;
5002;2684;26/02/2025;19;29995;debit_card;25-34;Jakarta;FALSE;129587;3;345906;completed;
5003;1943;17/02/2025;19;29995;debit_card;35-44;Bandung;FALSE;48481;3;535774;cancelled;payment
5004;545;12/02/2025;2;29995;seabank;25-34;Bandung;FALSE;50304;2;1383288;cancelled;payment
5005;392;08/03/2025;8;29995;shopeepay;25-34;Bandung;FALSE;162776;3;839575;completed;
5006;1194;22/03/2025;2;49995;shopeepay;25-34;Surabaya;TRUE;21309;3;1049540;completed;
5007;2125;01/02/2025;15;49995;shopeepay;45+;Makassar;TRUE;16482;1;466428;completed;
5008;1989;14/03/2025;19;29995;seabank;25-34;Surabaya;FALSE;99655;2;1128181;completed;
5009;297;01/03/2025;2;29995;debit_card;35-44;Surabaya;FALSE;135102;3;496811;completed;
5010;2378;01/01/2025;7;29995;shopeepay;35-44;Jakarta;TRUE;158116;3;377980;completed;
5011;1087;26/02/2025;7;29995;debit_card;25-34;Jakarta;FALSE;122189;2;1408147;completed;
5012;270;25/03/2025;23;29995;debit_card;18-24;Surabaya;FALSE;54333;2;1030382;cancelled;payment
5013;2264;10/03/2025;14;29995;debit_card;25-34;Jakarta;TRUE;107026;1;751477;completed;
5014;1099;26/03/2025;4;29995;debit_card;35-44;Jakarta;TRUE;147950;1;76597;completed;
5015;1710;10/03/2025;12;29995;shopeepay;25-34;Surabaya;FALSE;36181;3;182639;completed;
5016;510;09/03/2025;14;49995;seabank;35-44;Jakarta;FALSE;56271;2;426645;completed;
5017;2627;02/03/2025;6;49995;shopeepay;18-24;Medan;TRUE;118819;3;1838354;completed;
5018;1117;08/01/2025;11;29995;debit_card;18-24;Makassar;FALSE;149485;1;966702;completed;
5019;1077;30/03/2025;2;49995;debit_card;25-34;Medan;FALSE;48351;1;1827639;completed;
5020;496;07/01/2025;7;29995;debit_card;25-34;Jakarta;TRUE;107447;1;1050624;completed;
5021;2996;06/02/2025;9;49995;seabank;35-44;Surabaya;FALSE;28106;2;1829018;completed;
5022;94;11/02/2025;1;29995;debit_card;25-34;Bandung;FALSE;4694;3;1471484;cancelled;payment
5023;625;01/02/2025;7;29995;shopeepay;25-34;Jakarta;FALSE;36355;3;781217;completed;
5024;229;17/01/2025;21;29995;shopeepay;35-44;Jakarta;FALSE;189668;3;1394782;completed;
5025;2298;28/01/2025;17;29995;seabank;18-24;Surabaya;FALSE;77097;1;1708354;completed;
5026;1415;11/03/2025;11;29995;seabank;25-34;Medan;FALSE;92693;1;1339777;completed;
5027;721;17/02/2025;21;49995;debit_card;45+;Jakarta;FALSE;192233;3;748165;completed;
5028;980;23/02/2025;17;29995;debit_card;25-34;Medan;TRUE;80781;3;1760950;completed;
5029;2230;11/02/2025;18;29995;shopeepay;18-24;Surabaya;FALSE;10712;1;1714298;completed;
5030;267;05/02/2025;4;29995;debit_card;25-34;Medan;FALSE;1924;3;557726;cancelled;payment
5031;1004;07/03/2025;15;49995;shopeepay;35-44;Jakarta;FALSE;71591;3;1470947;completed;
5032;281;31/01/2025;16;49995;seabank;35-44;Medan;FALSE;6336;3;1301771;completed;
5033;962;06/03/2025;8;29995;seabank;25-34;Medan;FALSE;139325;2;1921783;completed;
5034;2715;03/01/2025;9;29995;debit_card;18-24;Surabaya;FALSE;160308;1;455480;cancelled;payment
5035;1107;13/01/2025;18;49995;debit_card;25-34;Makassar;TRUE;110733;3;1567278;cancelled;payment
5036;1210;31/01/2025;11;29995;shopeepay;45+;Jakarta;FALSE;93878;3;421983;completed;
5037;2579;29/01/2025;0;29995;debit_card;25-34;Makassar;TRUE;53270;3;59013;cancelled;payment
5038;1372;26/02/2025;21;29995;shopeepay;18-24;Medan;FALSE;146046;1;1632598;cancelled;payment
5039;423;02/02/2025;16;49995;shopeepay;18-24;Bandung;TRUE;89407;3;1140135;completed;
5040;2006;22/02/2025;2;29995;seabank;35-44;Jakarta;FALSE;177398;1;1662537;completed;
5041;454;10/01/2025;6;29995;shopeepay;45+;Medan;TRUE;89342;2;1716414;completed;
5042;2315;04/03/2025;19;29995;debit_card;45+;Medan;FALSE;96368;3;328336;completed;
5043;507;14/03/2025;8;29995;debit_card;45+;Makassar;FALSE;87938;3;1846543;completed;
5044;1166;06/03/2025;22;29995;shopeepay;35-44;Medan;TRUE;79397;1;1886079;completed;
5045;316;02/01/2025;4;49995;seabank;25-34;Surabaya;FALSE;85615;3;1793052;completed;
5046;1700;02/01/2025;8;29995;debit_card;25-34;Makassar;TRUE;175600;3;794402;completed;
5047;764;10/03/2025;18;29995;shopeepay;35-44;Jakarta;TRUE;35326;1;959410;completed;
5048;1256;15/03/2025;10;29995;shopeepay;25-34;Surabaya;FALSE;189059;2;1295315;completed;
5049;898;06/02/2025;13;29995;debit_card;35-44;Bandung;TRUE;178321;1;1231006;completed;
5050;953;02/01/2025;13;29995;shopeepay;18-24;Makassar;FALSE;62508;2;1188407;cancelled;payment
5051;2923;02/03/2025;7;29995;debit_card;35-44;Jakarta;FALSE;56680;2;383060;completed;
5052;1596;09/02/2025;23;29995;seabank;25-34;Surabaya;FALSE;35568;1;74809;completed;
5053;2964;04/03/2025;19;29995;debit_card;45+;Bandung;TRUE;27293;3;809106;completed;
5054;2070;25/01/2025;0;29995;shopeepay;25-34;Jakarta;FALSE;139374;2;1775184;cancelled;payment
5055;384;07/02/2025;3;29995;seabank;35-44;Jakarta;TRUE;179693;2;923623;completed;
5056;103;06/02/2025;15;49995;seabank;25-34;Makassar;TRUE;160230;1;1327040;completed;
5057;900;23/03/2025;0;49995;seabank;18-24;Bandung;FALSE;46365;2;665438;completed;
5058;2781;27/01/2025;18;49995;debit_card;18-24;Surabaya;TRUE;78229;1;1454038;completed;
5059;110;25/03/2025;23;49995;shopeepay;18-24;Surabaya;FALSE;152328;1;1419338;completed;
5060;1496;19/02/2025;2;29995;shopeepay;25-34;Surabaya;TRUE;19995;1;891341;completed;
5061;670;03/02/2025;1;29995;shopeepay;18-24;Medan;TRUE;20504;1;61171;completed;
5062;384;13/02/2025;16;49995;debit_card;35-44;Jakarta;TRUE;179693;2;923623;completed;
5063;2021;13/03/2025;10;29995;shopeepay;45+;Surabaya;FALSE;97869;3;666139;cancelled;detail
5064;2238;04/01/2025;2;49995;debit_card;18-24;Surabaya;FALSE;12210;2;1814374;completed;
5065;762;21/02/2025;6;29995;shopeepay;25-34;Surabaya;TRUE;185639;2;1701962;completed;
5066;2408;24/02/2025;9;29995;shopeepay;18-24;Medan;TRUE;31661;1;579325;completed;
5067;2923;14/03/2025;2;29995;shopeepay;35-44;Jakarta;FALSE;56680;2;383060;cancelled;payment
5068;886;12/01/2025;7;29995;shopeepay;18-24;Makassar;FALSE;105664;2;221147;completed;
5069;2127;14/01/2025;23;29995;seabank;25-34;Medan;TRUE;89987;2;515393;completed;
5070;2644;04/02/2025;4;29995;shopeepay;25-34;Jakarta;TRUE;92529;3;1583879;completed;
5071;1236;06/01/2025;9;49995;seabank;25-34;Jakarta;FALSE;102449;2;1453169;completed;
5072;2934;16/02/2025;11;29995;debit_card;25-34;Makassar;FALSE;26883;1;1379556;completed;
5073;1015;23/01/2025;17;29995;shopeepay;35-44;Surabaya;FALSE;192261;2;323006;completed;
5074;1469;09/03/2025;5;29995;shopeepay;35-44;Makassar;FALSE;98075;2;1634448;completed;
5075;2197;06/03/2025;7;29995;shopeepay;25-34;Surabaya;FALSE;178908;2;338715;completed;
5076;10;28/02/2025;17;49995;shopeepay;35-44;Jakarta;TRUE;121327;3;301536;completed;
5077;1566;09/01/2025;5;29995;debit_card;25-34;Bandung;FALSE;45520;1;1619285;completed;
5078;792;27/02/2025;22;49995;seabank;25-34;Jakarta;TRUE;91654;3;949079;completed;
5079;1968;17/02/2025;8;49995;debit_card;25-34;Surabaya;TRUE;176978;1;1886873;completed;
5080;1079;04/03/2025;15;49995;debit_card;18-24;Bandung;FALSE;151726;3;421598;completed;
